,header,line,caption,tag,normed,,
5584,p043c1,montar una fiesta a lo grande,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a montar una fiesta a lo grande,"4.3. Family, social and religious celebrations and acts --- To set up a big party", To set up a big party
5585,p043c1,montar una fiesta por todo lo alto,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a montar una fiesta por todo lo alto,"4.3. Family, social and religious celebrations and acts --- To set up a party in style", To set up a party in style
5586,p043c1,realizar una entrega de premios,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a realizar una entrega de premios,"4.3. Family, social and religious celebrations and acts --- To make a awards ceremony", To make a awards ceremony
5587,p043c1,publicar el programa oficial de las fiestas,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a publicar el programa oficial de las fiestas,"4.3. Family, Social and Religious Celebrations and Acts --- To publish the official program of the Fiestas", To publish the official program of the Fiestas
5588,p043c1,llevar la alianza (de boda),"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a llevar la alianza (de boda),"4.3. Family, social and religious celebrations and acts --- To carry the alliance (wedding)", To carry the alliance (wedding)
5589,p043c1,aprobar el programa oficial de las fiestas,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a aprobar el programa oficial de las fiestas,"4.3. Family, social and religious celebrations and acts --- to approve the official program of the holidays", to approve the official program of the holidays
5590,p043c1,dar el pésame,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a dar el pésame,"4.3. Family, social and religious celebrations and acts --- To give condolences", To give condolences
5591,p043c1,dar la enhorabuena,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a dar la enhorabuena,"4.3. Family, social and religious celebrations and acts --- To congratulate", To congratulate
5592,p043c1,clausurar las fiestas,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a clausurar las fiestas,"4.3. Family, social and religious celebrations and acts --- To close the holidays", To close the holidays
5593,p043c1,ponerse la alianza (de boda),"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a ponerse la alianza (de boda),"4.3. Family, social and religious celebrations and acts --- To put the alliance (wedding)", To put the alliance (wedding)
5594,p043c1,dar un discurso de clausura,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a dar un discurso de clausura,"4.3. Family, social and religious celebrations and acts --- To give a closing speech", To give a closing speech
5595,p043c1,celebrar una boda por lo civil,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a celebrar una boda por lo civil,"4.3. Family, social and religious celebrations and acts --- to celebrate a civil wedding", to celebrate a civil wedding
5596,p043c1,celebrar una boda por la Iglesia,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a celebrar una boda por la Iglesia,"4.3. Family, social and religious celebrations and acts --- To celebrate a wedding for the Church", To celebrate a wedding for the Church
5597,p043c1,padrino (de boda),"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,padrino (de boda),"4.3. Family, social and religious celebrations and acts --- sponsor (wedding)", sponsor (wedding)
5598,p043c1,madrina (de boda),"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,madrina (de boda),"4.3. Family, social and religious celebrations and acts --- godmother (wedding)", godmother (wedding)
5599,p043c1,testigo,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,testigo,"4.3. Family, Social and Religious Celebrations and Acts --- Witness", Witness
5600,p043c1,clausura,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,clausura,"4.3. Family, Social and Religious Celebrations and Acts --- Closing", Closing
5601,p043c1,conmemoración,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,conmemoración,"4.3. Family, social and religious celebrations and acts --- commemoration", commemoration
5602,p043c1,fiesta patronal,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,fiesta patronal,"4.3. Family, social and religious celebrations and acts --- Patronal Festival", Patronal Festival
5603,p043c1,fiesta navideña,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,fiesta navideña,"4.3. Family, social and religious celebrations and acts --- Christmas party", Christmas party
5604,p043c1,fiesta oficial,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,fiesta oficial,"4.3. Family, social and religious celebrations and acts --- official party", official party
5605,p043c1,inauguración,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,inauguración,"4.3. Family, social and religious celebrations and acts --- inauguration", inauguration
5606,p043c1,ceremonia académica,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,ceremonia académica,"4.3. Family, social and religious celebrations and acts --- academic ceremony", academic ceremony
5607,p043c1,fiesta animada,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,fiesta animada,"4.3. Family, social and religious celebrations and acts --- animated party", animated party
5608,p043c1,fiesta apagada,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,fiesta apagada,"4.3. Family, social and religious celebrations and acts --- Fiesta off", Fiesta off
5609,p043c1,ser el rey,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a ser el rey,"4.3. Family, social and religious celebrations and acts --- to be the king", to be the king
5610,p043c1,ser el alma de la fiesta,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a ser el alma de la fiesta,"4.3. Family, social and religious celebrations and acts --- To be the soul of the party", To be the soul of the party
5611,p043c1,ceremonia solemne,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,ceremonia solemne,"4.3. Family, social and religious celebrations and acts --- Solemn ceremony", Solemn ceremony
5612,p043c1,ser (un) aguafiestas,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a ser (un) aguafiestas,"4.3. Family, social and religious celebrations and acts --- To be (a) etching", To be (a) etching
5613,p043c1,hacer la primera comunión,"4.3. Celebraciones y actos familiares, sociales y religiosos",CERE::c1::p043,a hacer la primera comunión,"4.3. Family, social and religious celebrations and acts --- To do the first communion", To do the first communion
5614,p044c1,adoptar una actitud abierta,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a adoptar una actitud abierta,4.4. Attitudes and ways of behaving --- to adopt an open attitude, to adopt an open attitude
5615,p044c1,ineptitud,4.4. Actitudes y formas de comportarse,CERE::c1::p044,ineptitud,4.4. Attitudes and ways of behaving --- ineptitude, ineptitude
5616,p044c1,(im)previsión,4.4. Actitudes y formas de comportarse,CERE::c1::p044,(im)previsión,4.4. Attitudes and ways of behaving --- (IM) forecast, (IM) forecast
5617,p044c1,negligencia,4.4. Actitudes y formas de comportarse,CERE::c1::p044,negligencia,4.4. Attitudes and ways of behaving --- negligence, negligence
5618,p044c1,diligencia,4.4. Actitudes y formas de comportarse,CERE::c1::p044,diligencia,4.4. Attitudes and ways of behaving --- diligence, diligence
5619,p044c1,mantener (las) distancias,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a mantener (las) distancias,4.4. Attitudes and ways of behaving --- to maintain (the) distances, to maintain (the) distances
5620,p044c1,tratar como un rey,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar como un rey,4.4. Attitudes and ways of behaving --- to treat like a king, to treat like a king
5621,p044c1,llevarse como el perro y el gato,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a llevarse como el perro y el gato,4.4. Attitudes and ways of behaving --- to take like the dog and cat, to take like the dog and cat
5622,p044c1,mantener una actitud tolerante,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a mantener una actitud tolerante,4.4. Attitudes and ways of behaving --- to maintain a tolerant attitude, to maintain a tolerant attitude
5623,p044c1,romper el hielo,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a romper el hielo,4.4. Attitudes and ways of behaving --- to break the ice, to break the ice
5624,p044c1,acortar (las) distancias,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a acortar (las) distancias,4.4. Attitudes and ways of behaving --- to shorten (the) distances, to shorten (the) distances
5625,p044c1,manifestar una actitud tolerante,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a manifestar una actitud tolerante,4.4. Attitudes and ways of behaving --- To manifest a tolerant attitude, To manifest a tolerant attitude
5626,p044c1,tratar con amabilidad,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con amabilidad,4.4. Attitudes and ways of behaving --- To treat with kindness, To treat with kindness
5627,p044c1,tener una confianza absoluta,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tener una confianza absoluta,4.4. Attitudes and ways of behaving --- to have absolute confidence, to have absolute confidence
5628,p044c1,tener una confianza total,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tener una confianza total,4.4. Attitudes and ways of behaving --- to have total confidence, to have total confidence
5629,p044c1,tener una confianza plena,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tener una confianza plena,4.4. Attitudes and ways of behaving --- to have full confidence, to have full confidence
5630,p044c1,tener confianza,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tener confianza,4.4. Attitudes and ways of behaving --- to have confidence, to have confidence
5631,p044c1,inspirar afecto,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a inspirar afecto,4.4. Attitudes and ways of behaving --- to inspire affection, to inspire affection
5632,p044c1,inspirar cariño,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a inspirar cariño,4.4. Attitudes and ways of behaving --- to inspire love, to inspire love
5633,p044c1,tratar con cordialidad,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con cordialidad,4.4. Attitudes and ways of behaving --- To deal with cordiality, To deal with cordiality
5634,p044c1,tratar con afecto,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con afecto,4.4. Attitudes and ways of behaving --- to deal with affection, to deal with affection
5635,p044c1,tratar con rencor,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con rencor,4.4. Attitudes and ways of behaving --- to deal with grudges, to deal with grudges
5636,p044c1,tratar con odio,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con odio,4.4. Attitudes and ways of behaving --- To deal with hate, To deal with hate
5637,p044c1,tratar con frialdad,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con frialdad,4.4. Attitudes and ways of behaving --- To treat with coldness, To treat with coldness
5638,p044c1,tratar con distancia,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tratar con distancia,4.4. Attitudes and ways of behaving --- to treat with distance, to treat with distance
5639,p044c1,tener mano izquierda,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a tener mano izquierda,4.4. Attitudes and ways of behaving --- to have left hand, to have left hand
5640,p044c1,mostrar una confianza ciega,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a mostrar una confianza ciega,4.4. Attitudes and ways of behaving --- to show blind trust, to show blind trust
5641,p044c1,perder la confianza de alguien,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a perder la confianza de alguien,4.4. Attitudes and ways of behaving --- to lose someone's trust, to lose someone's trust
5642,p044c1,merecer la confianza de alguien,4.4. Actitudes y formas de comportarse,CERE::c1::p044,a merecer la confianza de alguien,4.4. Attitudes and ways of behaving --- To deserve someone's confidence, To deserve someone's confidence
5643,p051c1,interrumpir la digestión,5.1. Dieta y nutrición,CERE::c1::p051,a interrumpir la digestión,5.1. Diet and nutrition --- To interrupt digestion, To interrupt digestion
5644,p051c1,ponerse morado,5.1. Dieta y nutrición,CERE::c1::p051,a ponerse morado,5.1. Diet and nutrition --- To get purple, To get purple
5645,p051c1,hacerse la boca agua,5.1. Dieta y nutrición,CERE::c1::p051,a hacerse la boca agua,5.1. Diet and Nutrition --- To Mouth Water Boca, To Mouth Water Boca
5646,p051c1,comer como una lima,5.1. Dieta y nutrición,CERE::c1::p051,a comer como una lima,5.1. Diet and nutrition --- to eat like a lime, to eat like a lime
5647,p051c1,comer como una fiera,5.1. Dieta y nutrición,CERE::c1::p051,a comer como una fiera,5.1. Diet and nutrition --- to eat like a beast, to eat like a beast
5648,p051c1,descomponerse un alimento,5.1. Dieta y nutrición,CERE::c1::p051,a descomponerse un alimento,5.1. Diet and nutrition --- To break down a food, To break down a food
5649,p051c1,estropearse un alimento,5.1. Dieta y nutrición,CERE::c1::p051,a estropearse un alimento,5.1. Diet and nutrition --- To spoil a food, To spoil a food
5650,p051c1,producir gases,5.1. Dieta y nutrición,CERE::c1::p051,a producir gases,5.1. Diet and nutrition --- To produce gases, To produce gases
5651,p051c1,producir acidez,5.1. Dieta y nutrición,CERE::c1::p051,a producir acidez,5.1. Diet and nutrition --- To produce acidity, To produce acidity
5652,p051c1,comer con la vista,5.1. Dieta y nutrición,CERE::c1::p051,a comer con la vista,5.1. Diet and nutrition --- to eat with sight, to eat with sight
5653,p051c1,repetir,5.1. Dieta y nutrición,CERE::c1::p051,a repetir,5.1. Diet and Nutrition --- To repeat, To repeat
5654,p051c1,favorecer la digestión,5.1. Dieta y nutrición,CERE::c1::p051,a favorecer la digestión,5.1. Diet and nutrition --- To favor digestion, To favor digestion
5655,p051c1,ser de digestión difícil,5.1. Dieta y nutrición,CERE::c1::p051,a ser de digestión difícil,5.1. Diet and nutrition --- To be difficult digestion, To be difficult digestion
5656,p051c1,ser de digestión lenta,5.1. Dieta y nutrición,CERE::c1::p051,a ser de digestión lenta,5.1. Diet and nutrition --- To be slow digestion, To be slow digestion
5657,p051c1,ser de digestión pesada,5.1. Dieta y nutrición,CERE::c1::p051,a ser de digestión pesada,5.1. Diet and nutrition --- to be heavy digestion, to be heavy digestion
5658,p051c1,ser de mal comer,5.1. Dieta y nutrición,CERE::c1::p051,a ser de mal comer,5.1. Diet and nutrition --- To be bad eating, To be bad eating
5659,p051c1,ser de buen comer,5.1. Dieta y nutrición,CERE::c1::p051,a ser de buen comer,5.1. Diet and Nutrition --- To be good eating, To be good eating
5660,p051c1,comer de forma abundante,5.1. Dieta y nutrición,CERE::c1::p051,a comer de forma abundante,5.1. Diet and nutrition --- to eat abundantly, to eat abundantly
5661,p051c1,comer de forma austera,5.1. Dieta y nutrición,CERE::c1::p051,a comer de forma austera,5.1. Diet and nutrition --- To eat austera, To eat austera
5662,p051c1,estar enlatado,5.1. Dieta y nutrición,CERE::c1::p051,a estar enlatado,5.1. Diet and Nutrition --- To be canned, To be canned
5663,p051c1,comer sin medida,5.1. Dieta y nutrición,CERE::c1::p051,a comer sin medida,5.1. Diet and nutrition --- to eat without measure, to eat without measure
5664,p051c1,estar en conserva,5.1. Dieta y nutrición,CERE::c1::p051,a estar en conserva,5.1. Diet and nutrition --- To be canned, To be canned
5665,p051c1,manipular un alimento,5.1. Dieta y nutrición,CERE::c1::p051,a manipular un alimento,5.1. Diet and nutrition --- To manipulate a food, To manipulate a food
5666,p051c1,alimento básico,5.1. Dieta y nutrición,CERE::c1::p051,alimento básico,5.1. Diet and nutrition --- Basic food, Basic food
5667,p051c1,alimento nutritivo,5.1. Dieta y nutrición,CERE::c1::p051,alimento nutritivo,5.1. Diet and Nutrition --- Nutritional food, Nutritional food
5668,p051c1,alimento sin edulcorantes,5.1. Dieta y nutrición,CERE::c1::p051,alimento sin edulcorantes,5.1. Diet and nutrition --- Food without sweeteners, Food without sweeteners
5669,p051c1,alimento de primera necesidad,5.1. Dieta y nutrición,CERE::c1::p051,alimento de primera necesidad,5.1. Diet and Nutrition --- Food of first necessity, Food of first necessity
5670,p051c1,tragón,5.1. Dieta y nutrición,CERE::c1::p051,tragón,5.1. Diet and Nutrition --- Tragon, Tragon
5671,p051c1,comilón,5.1. Dieta y nutrición,CERE::c1::p051,comilón,5.1. Diet and Nutrition --- Comilón, Comilón
5672,p051c1,glotón,5.1. Dieta y nutrición,CERE::c1::p051,glotón,5.1. Diet and Nutrition --- Gluton, Gluton
5673,p051c1,adulterar un alimento,5.1. Dieta y nutrición,CERE::c1::p051,a adulterar un alimento,5.1. Diet and nutrition --- To adulterate a food, To adulterate a food
5674,p051c1,estar envasado al vacío,5.1. Dieta y nutrición,CERE::c1::p051,a estar envasado al vacío,5.1. Diet and nutrition --- To be empty, To be empty
5675,p052c1,subirse (el vino) a la cabeza,5.2. Bebida,CERE::c1::p052,a subirse (el vino) a la cabeza,5.2. Drink --- To get up (wine) to the head, To get up (wine) to the head
5676,p052c1,bebida refrescante,5.2. Bebida,CERE::c1::p052,bebida refrescante,5.2. Drink --- Refreshing drink, Refreshing drink
5677,p052c1,bebida alcohólica,5.2. Bebida,CERE::c1::p052,bebida alcohólica,5.2. Drink --- Alcoholic drink, Alcoholic drink
5678,p052c1,bebida estimulante,5.2. Bebida,CERE::c1::p052,bebida estimulante,5.2. Drink --- Stimulating drink, Stimulating drink
5679,p052c1,ser (un) alcohólico,5.2. Bebida,CERE::c1::p052,a ser (un) alcohólico,5.2. Drink --- To be (a) alcoholic, To be (a) alcoholic
5680,p052c1,vino espumoso,5.2. Bebida,CERE::c1::p052,vino espumoso,5.2. Drink --- Sparkling wine, Sparkling wine
5681,p052c1,ser abstemio,5.2. Bebida,CERE::c1::p052,a ser abstemio,5.2. Drink --- To be abstemious, To be abstemious
5682,p052c1,vino afrutado,5.2. Bebida,CERE::c1::p052,vino afrutado,5.2. DRINK --- Fruified wine, Fruified wine
5683,p052c1,estar sobrio,5.2. Bebida,CERE::c1::p052,a estar sobrio,5.2. Drink --- To be sober, To be sober
5684,p052c1,catar,5.2. Bebida,CERE::c1::p052,a catar,5.2. Drink --- To Qatar, To Qatar
5685,p052c1,sorber,5.2. Bebida,CERE::c1::p052,a sorber,5.2. Drink --- Sorber, Sorber
5686,p052c1,succionar,5.2. Bebida,CERE::c1::p052,a succionar,5.2. Drink --- To suck, To suck
5687,p052c1,estar ebrio,5.2. Bebida,CERE::c1::p052,a estar ebrio,5.2. Drink --- To be drunk, To be drunk
5688,p052c1,subirse (el champán) a la cabeza,5.2. Bebida,CERE::c1::p052,a subirse (el champán) a la cabeza,5.2. Drink --- To get up (the champagne) at the head, To get up (the champagne) at the head
5689,p052c1,cuello de la botella,5.2. Bebida,CERE::c1::p052,cuello de la botella,5.2. Drink --- Bottle's neck, Bottle's neck
5690,p052c1,orujo,5.2. Bebida,CERE::c1::p052,orujo,5.2. Drink --- Prayer, Prayer
5691,p052c1,mosto,5.2. Bebida,CERE::c1::p052,mosto,5.2. Drink --- must, must
5692,p052c1,mate,5.2. Bebida,CERE::c1::p052,mate,5.2. Drink --- Mate, Mate
5693,p052c1,descorchar una botella,5.2. Bebida,CERE::c1::p052,a descorchar una botella,5.2. Drink --- To unravel a bottle, To unravel a bottle
5694,p052c1,casco,5.2. Bebida,CERE::c1::p052,casco,5.2. Drink --- helmet, helmet
5695,p053c1,salsa de soja,5.3. Alimentos,CERE::c1::p053,salsa de soja,5.3. Food --- soy sauce, soy sauce
5696,p053c1,salsa roquefort,5.3. Alimentos,CERE::c1::p053,salsa roquefort,5.3. Food --- Roquefort sauce, Roquefort sauce
5697,p053c1,salsa verde,5.3. Alimentos,CERE::c1::p053,salsa verde,5.3. Food --- Green sauce, Green sauce
5698,p053c1,huevo de avestruz,5.3. Alimentos,CERE::c1::p053,huevo de avestruz,5.3. Food --- ostrich egg, ostrich egg
5699,p053c1,huevo de codorniz,5.3. Alimentos,CERE::c1::p053,huevo de codorniz,5.3. Food --- Quail egg, Quail egg
5700,p053c1,corteza de limón,5.3. Alimentos,CERE::c1::p053,corteza de limón,5.3. Food --- Lemon Cortex, Lemon Cortex
5701,p053c1,corteza de pan,5.3. Alimentos,CERE::c1::p053,corteza de pan,5.3. Food --- Bread cortex, Bread cortex
5702,p053c1,helado de turrón,5.3. Alimentos,CERE::c1::p053,helado de turrón,5.3. Food --- Nougat ice cream, Nougat ice cream
5703,p053c1,helado de leche merengada,5.3. Alimentos,CERE::c1::p053,helado de leche merengada,5.3. Food --- Merengared milk ice cream, Merengared milk ice cream
5704,p053c1,golosinas,5.3. Alimentos,CERE::c1::p053,golosinas,5.3. Food --- sweets, sweets
5705,p053c1,perdiz,5.3. Alimentos,CERE::c1::p053,perdiz,5.3. Food --- Perdiz, Perdiz
5706,p053c1,chucherías,5.3. Alimentos,CERE::c1::p053,chucherías,5.3. Food --- Chucheías, Chucheías
5707,p053c1,mortadela,5.3. Alimentos,CERE::c1::p053,mortadela,5.3. Food --- Mortadela, Mortadela
5708,p053c1,sobrasada,5.3. Alimentos,CERE::c1::p053,sobrasada,5.3. Food --- Sobrasada, Sobrasada
5709,p053c1,gajo,5.3. Alimentos,CERE::c1::p053,gajo,5.3. Food --- Gajo, Gajo
5710,p053c1,pepita,5.3. Alimentos,CERE::c1::p053,pepita,5.3. Food --- Pepita, Pepita
5711,p053c1,pulpa,5.3. Alimentos,CERE::c1::p053,pulpa,5.3. Food --- pulp, pulp
5712,p053c1,frijoles,5.3. Alimentos,CERE::c1::p053,frijoles,5.3. Food --- Beans, Beans
5713,p053c1,alubias,5.3. Alimentos,CERE::c1::p053,alubias,5.3. Food --- Alubias, Alubias
5714,p053c1,lombarda,5.3. Alimentos,CERE::c1::p053,lombarda,5.3. Food --- Lombard, Lombard
5715,p053c1,chirlas,5.3. Alimentos,CERE::c1::p053,chirlas,5.3. Food --- Chirlas, Chirlas
5716,p053c1,acelgas,5.3. Alimentos,CERE::c1::p053,acelgas,5.3. Food --- chard, chard
5717,p053c1,col,5.3. Alimentos,CERE::c1::p053,col,5.3. Food --- col, col
5718,p053c1,papaya,5.3. Alimentos,CERE::c1::p053,papaya,5.3. Food --- papaya, papaya
5719,p053c1,maracuyá,5.3. Alimentos,CERE::c1::p053,maracuyá,5.3. Food --- Maracuyá, Maracuyá
5720,p053c1,lichi,5.3. Alimentos,CERE::c1::p053,lichi,5.3. Food --- Lichi, Lichi
5721,p053c1,codorniz,5.3. Alimentos,CERE::c1::p053,codorniz,5.3. Food --- quail, quail
5722,p053c1,cigala,5.3. Alimentos,CERE::c1::p053,cigala,5.3. Food --- Cigala, Cigala
5723,p053c1,percebe,5.3. Alimentos,CERE::c1::p053,percebe,5.3. Food --- Percebe, Percebe
5724,p053c1,salsa vinagreta,5.3. Alimentos,CERE::c1::p053,salsa vinagreta,5.3. Food --- Vinaigreta sauce, Vinaigreta sauce
5725,p053c1,centollo,5.3. Alimentos,CERE::c1::p053,centollo,5.3. Food --- Centol, Centol
5726,p054c1,rehogar verduras,5.4. Recetas,CERE::c1::p054,a rehogar verduras,5.4. Recipes --- To saute vegetables, To saute vegetables
5727,p054c1,pegarse el arroz,5.4. Recetas,CERE::c1::p054,a pegarse el arroz,5.4. Recipes --- To stick the rice, To stick the rice
5728,p054c1,pasarse el arroz,5.4. Recetas,CERE::c1::p054,a pasarse el arroz,5.4. Recipes --- To pass the rice, To pass the rice
5729,p054c1,cortar en pedazos,5.4. Recetas,CERE::c1::p054,a cortar en pedazos,5.4. Recipes --- To cut into pieces, To cut into pieces
5730,p054c1,cortar en rajas,5.4. Recetas,CERE::c1::p054,a cortar en rajas,5.4. Recipes --- To cut into rajas, To cut into rajas
5731,p054c1,cortar en rodajas,5.4. Recetas,CERE::c1::p054,a cortar en rodajas,5.4. Recipes --- To cut into slices, To cut into slices
5732,p054c1,saltear verduras,5.4. Recetas,CERE::c1::p054,a saltear verduras,5.4. Recipes --- Sale vegetables, Sale vegetables
5733,p054c1,moler el trigo,5.4. Recetas,CERE::c1::p054,a moler el trigo,5.4. Recipes --- To grind wheat, To grind wheat
5734,p054c1,moler el café,5.4. Recetas,CERE::c1::p054,a moler el café,5.4. Recipes --- To grind coffee, To grind coffee
5735,p054c1,escurrir la pasta,5.4. Recetas,CERE::c1::p054,a escurrir la pasta,5.4. Recipes --- To drain the pasta, To drain the pasta
5736,p054c1,sofreír cebollas,5.4. Recetas,CERE::c1::p054,sofreír cebollas,5.4. Recipes --- Sauté onions, Sauté onions
5737,p055c1,acidez,5.5. Platos,CERE::c1::p055,acidez,5.5. Dishes --- acidity, acidity
5738,p055c1,dulzor,5.5. Platos,CERE::c1::p055,dulzor,5.5. Dishes --- Dulzor, Dulzor
5739,p055c1,amargor,5.5. Platos,CERE::c1::p055,amargor,5.5. Dishes --- Bitter, Bitter
5740,p055c1,saborear una comida,5.5. Platos,CERE::c1::p055,a saborear una comida,5.5. Dishes --- To savor a meal, To savor a meal
5741,p055c1,insípido,5.5. Platos,CERE::c1::p055,insípido,5.5. Dishes --- tasteless, tasteless
5742,p055c1,insulso,5.5. Platos,CERE::c1::p055,insulso,5.5. Dishes --- Insulso, Insulso
5743,p055c1,dulzón,5.5. Platos,CERE::c1::p055,dulzón,5.5. Dishes --- Sweet, Sweet
5744,p055c1,apreciar un plato,5.5. Platos,CERE::c1::p055,a apreciar un plato,5.5. Dishes --- To appreciate a dish, To appreciate a dish
5745,p055c1,apetitoso,5.5. Platos,CERE::c1::p055,apetitoso,5.5. Dishes --- appetizing, appetizing
5746,p055c1,empalagoso,5.5. Platos,CERE::c1::p055,empalagoso,5.5. Dishes --- Slisted, Slisted
5747,p056c1,batería de cocina,5.6. Utensilios de cocina y mesa,CERE::c1::p056,batería de cocina,5.6. Kitchen and table utensils --- kitchen battery, kitchen battery
5748,p056c1,plato hondo,5.6. Utensilios de cocina y mesa,CERE::c1::p056,plato hondo,5.6. Kitchen and table utensils --- Hondo dish, Hondo dish
5749,p056c1,plato sopero,5.6. Utensilios de cocina y mesa,CERE::c1::p056,plato sopero,5.6. Kitchen and table utensils --- Sopero dish, Sopero dish
5750,p056c1,paño de cocina,5.6. Utensilios de cocina y mesa,CERE::c1::p056,paño de cocina,5.6. Kitchen and table utensils --- kitchen cloth, kitchen cloth
5751,p056c1,trapo de cocina,5.6. Utensilios de cocina y mesa,CERE::c1::p056,trapo de cocina,5.6. Kitchen and table utensils --- kitchen rag, kitchen rag
5752,p056c1,colador,5.6. Utensilios de cocina y mesa,CERE::c1::p056,colador,5.6. Kitchen and table utensils --- strainer, strainer
5753,p056c1,cucharón,5.6. Utensilios de cocina y mesa,CERE::c1::p056,cucharón,5.6. Kitchen and table utensils --- ladle, ladle
5754,p056c1,cucharilla,5.6. Utensilios de cocina y mesa,CERE::c1::p056,cucharilla,5.6. Kitchen and table utensils --- teaspoon, teaspoon
5755,p056c1,juego de té,5.6. Utensilios de cocina y mesa,CERE::c1::p056,juego de té,5.6. Kitchen and table utensils --- tea game, tea game
5756,p056c1,juego de café,5.6. Utensilios de cocina y mesa,CERE::c1::p056,juego de café,5.6. Kitchen and table utensils --- coffee game, coffee game
5757,p056c1,plato de postre,5.6. Utensilios de cocina y mesa,CERE::c1::p056,plato de postre,5.6. Kitchen and table utensils --- dessert dish, dessert dish
5758,p056c1,mantelería,5.6. Utensilios de cocina y mesa,CERE::c1::p056,mantelería,5.6. Kitchen and table utensils --- Menage, Menage
5759,p056c1,cubertería,5.6. Utensilios de cocina y mesa,CERE::c1::p056,cubertería,5.6. Kitchen and table utensils --- Covertry, Covertry
5760,p056c1,cristalería,5.6. Utensilios de cocina y mesa,CERE::c1::p056,cristalería,5.6. Kitchen and table utensils --- Crystal store, Crystal store
5761,p056c1,vajilla,5.6. Utensilios de cocina y mesa,CERE::c1::p056,vajilla,5.6. Kitchen and table utensils --- dishes, dishes
5762,p056c1,plato llano,5.6. Utensilios de cocina y mesa,CERE::c1::p056,plato llano,5.6. Kitchen and table utensils --- flat dish, flat dish
5763,p057c1,tasca,5.7. Restaurante,CERE::c1::p057,tasca,5.7. Restaurant --- tasca, tasca
5764,p057c1,chiringuito,5.7. Restaurante,CERE::c1::p057,chiringuito,5.7. Restaurant --- Chiringuito, Chiringuito
5765,p057c1,mesón,5.7. Restaurante,CERE::c1::p057,mesón,5.7. Restaurant --- Mesón, Mesón
